name,rating,reviews,comp_type,head_quarter,how_old,no_employee
Champ Info Softw...,3.1,(63 Reviews),Noida + 3 more,12 years old,51-200 Employees (India),
Shyam Ferro Allo...,4.2,(63 Reviews),Public,Kolkata + 4 more,28 years old,1k-5k Employees (India)
Alice Blue Commo...,3.6,(63 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 15 more",17 years old,501-1k Employees (India)
Derewala Jewelle...,3.7,(63 Reviews),Private,Jaipur,36 years old,201-500 Employees (India)
Sterling Generat...,4.2,(63 Reviews),Mumbai + 10 more,28 years old,1k-5k Employees (India),
Benzo Chem Indus...,3.9,(63 Reviews),Private,"Mumbai,Maharashtra + 5 more",41 years old,51-200 Employees (India)
Sparkline Equipm...,3.8,(63 Reviews),Private,Pune + 7 more,33 years old,51-200 Employees (India)
Manav Rachna Int...,3.5,(63 Reviews),Private,"Faridabad,Haryana + 2 more",19 years old,51-200 Employees (India)
Techved Consulti...,3.5,(63 Reviews),Private,"Mumbai,Maharashtra + 4 more",16 years old,11-50 Employees (India)
Rain Industries,4.0,(63 Reviews),Public,"Hyderabad/Secunderabad,Telangana + 5 more",49 years old,201-500 Employees (India)
Aruba Networks,4.1,(63 Reviews),Private,"Santa Clara,California + 1 more",21 years old,501-1k Employees (India)
Shubham Flexible...,3.6,(63 Reviews),Faridabad + 1 more,21 years old,201-500 Employees (India),
Ruparel Realty,3.5,(63 Reviews),Private,Mumbai + 2 more,23 years old,201-500 Employees (India)
Shyam Ferro Allo...,4.2,(63 Reviews),Public,Kolkata + 4 more,28 years old,1k-5k Employees (India)
Manav Rachna Int...,3.5,(63 Reviews),Private,"Faridabad,Haryana + 2 more",19 years old,51-200 Employees (India)
Benzo Chem Indus...,3.9,(63 Reviews),Private,"Mumbai,Maharashtra + 5 more",41 years old,51-200 Employees (India)
Volvo IT,3.9,(63 Reviews),Gothenburg,96 years old,1k-5k Employees (India),
Gp Petroleums,4.0,(63 Reviews),Public,Mumbai + 14 more,40 years old,201-500 Employees (India)
Nccl,4.0,(63 Reviews),Mumbai + 14 more,5 years old,51-200 Employees (Global),
we-do-IT,4.3,(63 Reviews),Private,Melbourne,28 years old,201-500 Employees (India)
Tv9,4.4,(63 Reviews),Private,Hyderabad + 4 more,19 years old,5k-10k Employees (Global)
Pooja Forge,3.6,(63 Reviews),Public,Faridabad + 2 more,37 years old,51-200 Employees (India)
Om Enterprises,4.1,(63 Reviews),Private,"Delhi/NCR,Delhi + 26 more",31 years old,1k-5k Employees (India)
Auraine Botanica...,3.5,(63 Reviews),Private,Gurgaon + 4 more,9 years old,51-200 Employees (India)
Doctors for you,4.1,(63 Reviews),"Bombay,maharashtra + 22 more",16 years old,501-1k Employees (India),
Digamber Finance,3.8,(63 Reviews),Jaipur + 14 more,10k-50k Employees (India),,
Linux Laboratori...,3.5,(63 Reviews),Private,"Chennai,Tamil Nadu + 13 more",16 years old,11-50 Employees (India)
Valu Connex Tele...,4.2,(63 Reviews),Private,Navi Mumbai + 22 more,12 years old,51-200 Employees (India)
Locobuzz,4.2,(63 Reviews),Private,"Mumbai,Maharashtra + 3 more",8 years old,51-200 Employees (India)
Al Basti & Mukth...,4.6,(63 Reviews),Dubai,49 years old,5k-10k Employees (India),
Mac Chem Product...,3.0,(63 Reviews),Boisar + 3 more,51-200 Employees (India),,
Mitsuba,3.8,(63 Reviews),Private,"Michigan, + 5 more",26 years old,51-200 Employees (India)
Boutique Interna...,3.9,(63 Reviews),Noida + 10 more,40 years old,51-200 Employees (India),
Celkon Mobiles,4.1,(63 Reviews),Private,Hyderabad/Secunderabad + 11 more,14 years old,1-10 Employees (India)
Radisson MBD Hot...,3.8,(63 Reviews),Private,Noida + 6 more,63 years old,10k-50k Employees (Global)
Migsun Group,3.3,(63 Reviews),Private,Ghaziabad + 5 more,31 years old,51-200 Employees (India)
Privi Life Scien...,3.3,(63 Reviews),Private,"Navi Mumbai,Maharashtra + 9 more",14 years old,51-200 Employees (India)
Ars Traffic And ...,3.4,(63 Reviews),Nassaulaan + 8 more,26 years old,51-200 Employees (India),
Phronesis Partne...,3.4,(63 Reviews),Boston,10 years old,201-500 Employees (India),
Deutsche Telekom,4.1,(63 Reviews),Private,Bonn + 2 more,10 years old,10k-50k Employees (Global)
Topsel Toyota,4.0,(63 Reviews),Private,Kolkata + 3 more,42 years old,201-500 Employees (India)
Eidiko Systems I...,3.7,(63 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 1 more",13 years old,201-500 Employees (India)
Prayosha Food Se...,4.5,(63 Reviews),Private,"Ahmedabad,Gujarat + 8 more",12 years old,201-500 Employees (India)
Bo International,4.1,(63 Reviews),Proprietorship,"Delhi/NCR,New Delhi",10 years old,11-50 Employees (India)
Schenck Process ...,3.8,(63 Reviews),Private,Darmstadt + 6 more,142 years old,201-500 Employees (India)
Eidiko Systems I...,3.7,(63 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 1 more",13 years old,201-500 Employees (India)
VaaaN Infra,3.8,(63 Reviews),Private,"Faridabad,Haryana + 8 more",12 years old,51-200 Employees (India)
Privi Life Scien...,3.3,(63 Reviews),Private,"Navi Mumbai,Maharashtra + 9 more",14 years old,51-200 Employees (India)
Virchow Laborato...,4.1,(63 Reviews),Hyderabad + 4 more,42 years old,201-500 Employees (India),
Nccl,4.0,(63 Reviews),Mumbai + 14 more,5 years old,51-200 Employees (Global),
Ars Traffic And ...,3.4,(63 Reviews),Nassaulaan + 8 more,26 years old,51-200 Employees (India),
Phronesis Partne...,3.4,(63 Reviews),Boston,10 years old,201-500 Employees (India),
Futures First in...,3.5,(63 Reviews),Private,Gurgaon + 6 more,21 years old,201-500 Employees (India)
SunEdison,3.1,(63 Reviews),Private,Chennai + 9 more,64 years old,201-500 Employees (India)
Auriga Research,3.5,(63 Reviews),Gurgaon + 6 more,16 years old,51-200 Employees (India),
PISOFTEK,3.1,(63 Reviews),Private,"Noida,Uttar Pradesh",27 years old,11-50 Employees (India)
Crowe Horwath,4.3,(63 Reviews),"Chicago,Illinois",81 years old,1k-5k Employees (India),
Mac Chem Product...,3.0,(63 Reviews),Boisar + 3 more,51-200 Employees (India),,
Om Metals Infrap...,4.0,(63 Reviews),Public,New Delhi + 6 more,52 years old,51-200 Employees (India)
Consultancy Serv...,4.1,(63 Reviews),Private,Rajkot + 21 more,13 years old,11-50 Employees (India)
Enrich Agro Food...,3.7,(63 Reviews),Private,"Gurgaon/Gurugram,Haryana + 3 more",12 years old,201-500 Employees (India)
Oxford Public Sc...,4.2,(63 Reviews),Private,New Delhi + 20 more,34 years old,11-50 Employees (India)
St. Paul's Schoo...,3.6,(63 Reviews),Private,"Hazārībāg,jharkhand + 22 more",11-50 Employees (India),
Sumitomo Mitsui ...,2.5,(63 Reviews),Private,New York + 2 more,22 years old,201-500 Employees (India)
XL Catlin,3.9,(63 Reviews),Public,Stamford + 1 more,37 years old,5k-10k Employees (India)
Ford Technology ...,4.3,(63 Reviews),Private,"Dearborn,Michigan + 3 more",28 years old,201-500 Employees (India)
Qualitas Global ...,3.2,(63 Reviews),LLP,"Pune,Maharashtra",9 years old,201-500 Employees (India)
Radisson MBD Hot...,3.8,(63 Reviews),Private,Noida + 6 more,63 years old,10k-50k Employees (Global)
Iprogrammer Solu...,4.4,(63 Reviews),"Missoula,Montana",16 years old,51-200 Employees (India),
Al Basti & Mukth...,4.6,(63 Reviews),Dubai,49 years old,5k-10k Employees (India),
Reinforced Earth,4.1,(63 Reviews),Private,Rueil-Malmaison + 7 more,17 years old,201-500 Employees (India)
NESCO Inc,3.6,(63 Reviews),Public,"Mumbai,Maharashtra + 7 more",84 years old,201-500 Employees (India)
Refex Energy,2.9,(63 Reviews),Private,Mumbai + 12 more,15 years old,201-500 Employees (India)
Sportking,3.5,(63 Reviews),Public,"Ludhiana,Punjab + 7 more",34 years old,1k-5k Employees (India)
Topsel Toyota,4.0,(63 Reviews),Private,Kolkata + 3 more,42 years old,201-500 Employees (India)
William Penn,4.0,(63 Reviews),Private,Banglore + 7 more,21 years old,201-500 Employees (India)
Presto Stantest,4.4,(63 Reviews),Faridabad + 5 more,41 years old,51-200 Employees (India),
Information Serv...,4.2,(63 Reviews),Private,"Stamford,Connecticut + 3 more",17 years old,201-500 Employees (India)
Local Company,3.8,(63 Reviews),Kolkata + 26 more,501-1k Employees (India),,
Emiza Supply Cha...,3.4,(63 Reviews),Private,Mumbai + 11 more,8 years old,201-500 Employees (India)
Doctors for you,4.1,(63 Reviews),"Bombay,maharashtra + 22 more",16 years old,501-1k Employees (India),
Om Enterprises,4.1,(63 Reviews),Private,"Delhi/NCR,Delhi + 26 more",31 years old,1k-5k Employees (India)
CNK & Associates,4.0,(63 Reviews),LLP,Mumbai + 5 more,21 years old,51-200 Employees (Global)
Sekhani Industri...,3.7,(63 Reviews),Ahmedabad + 15 more,53 years old,51-200 Employees (India),
Synnat Pharma,4.6,(63 Reviews),Private,Secunderabad + 1 more,12 years old,1-10 Employees (India)
Namaste Credit,3.4,(63 Reviews),Private,"Bangalore,Karnataka + 7 more",9 years old,51-200 Employees (India)
Asmitha Microfin...,4.4,(63 Reviews),Public,Hyderabad + 28 more,21 years old,51-200 Employees (India)
Digamber Finance,3.8,(63 Reviews),Jaipur + 14 more,10k-50k Employees (India),,
Y-TEC,4.1,(63 Reviews),Alwar + 4 more,70 years old,51-200 Employees (India),
Auraine Botanica...,3.5,(63 Reviews),Private,Gurgaon + 4 more,9 years old,51-200 Employees (India)
Fast Global Migr...,4.2,(63 Reviews),LLC,51-200 Employees (Global),,
Oasis Partners A...,3.8,(63 Reviews),Mumbai + 32 more,5k-10k Employees (India),,
Acharya Institut...,3.0,(63 Reviews),Private,Bengaluru + 6 more,33 years old,1k-5k Employees (India)
The Knowledge Ac...,2.4,(63 Reviews),Private,Bracknell + 3 more,14 years old,201-500 Employees (Global)
Ejadah asset Man...,4.1,(63 Reviews),Private,Dubai + 5 more,18 years old,1k-5k Employees (India)
Magnum Mi Steel,3.4,(63 Reviews),Bawal + 5 more,21 years old,51-200 Employees (India),
Volvo IT,3.9,(63 Reviews),Gothenburg,96 years old,1k-5k Employees (India),
Youngshin Automo...,3.3,(63 Reviews),Sriperumbudur + 3 more,201-500 Employees (India),,
Indore Composite,3.9,(63 Reviews),Private,"Mumbai,Maharashtra + 4 more",28 years old,51-200 Employees (India)
Anabond,4.2,(63 Reviews),Chennai + 6 more,44 years old,501-1k Employees (India),
Pooja Forge,3.6,(63 Reviews),Public,Faridabad + 2 more,37 years old,51-200 Employees (India)
Gp Petroleums,4.0,(63 Reviews),Public,Mumbai + 14 more,40 years old,201-500 Employees (India)
CRED,3.8,(63 Reviews),Private,"Bangalore,Karnataka + 5 more",5 years old,201-500 Employees (India)
Hema's Enterpris...,4.2,(63 Reviews),"Cuddalore,Tamilnadu + 7 more",11-50 Employees (India),,
Interview Kickst...,4.2,(63 Reviews),Santa Clara,201-500 Employees (India),,
AUDITOR & TAX C...,4.0,(63 Reviews),Bengaluru/Bangalore + 21 more,1-10 Employees (India),,
Coronis Health,4.6,(63 Reviews),Mohali + 1 more,501-1k Employees (India),,
TP Western Odish...,4.0,(63 Reviews),Sambalpur + 10 more,3 years old,201-500 Employees (India),
Fasal,4.6,(63 Reviews),Private,"Bangalore,Karnataka + 8 more",5 years old,11-50 Employees (India)
Promea Therapeut...,4.1,(63 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 1 more",6 years old,201-500 Employees (India)
Uni Cards,3.0,(63 Reviews),Private,"Bangalore,Karnataka + 2 more",3 years old,201-500 Employees (India)
Calvin Technolog...,4.6,(63 Reviews),Hyderabad/Secunderabad + 4 more,11-50 Employees (India),,
Nova Benefits,4.3,(63 Reviews),Private,"Bangalore,Karnataka + 1 more",3 years old,51-200 Employees (India)
FreshToHome,3.6,(63 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 14 more",8 years old,1-10 Employees (India)
SMARTRIED SOFTWA...,4.6,(63 Reviews),Bengaluru/Bangalore + 1 more,51-200 Employees (India),,
Nordex India,3.6,(63 Reviews),"Hamburg,Hamburg + 9 more",38 years old,51-200 Employees (India),
Bo International,4.1,(63 Reviews),Proprietorship,"Delhi/NCR,New Delhi",10 years old,11-50 Employees (India)
Education 10x,3.4,(63 Reviews),"Chhatarpur,Madhya Pradesh + 1 more",3 years old,51-200 Employees (India),
Denso Kirloskar ...,4.0,(63 Reviews),Bengaluru/Bangalore + 1 more,,,
SUDlife,4.2,(63 Reviews),Public,Mumbai + 35 more,14 years old,1k-5k Employees (Global)
PERSOLKELLY,4.2,(63 Reviews),Gurgaon/Gurugram + 14 more,201-500 Employees (India),,
Teemage Precast ...,3.7,(63 Reviews),Tirupur + 4 more,12 years old,201-500 Employees (India),
Nickelfox Techno...,4.4,(63 Reviews),Private,"Noida,Uttar Pradesh",9 years old,51-200 Employees (India)
Sequretek It Sol...,3.7,(63 Reviews),Private,"Mumbai,Maharashtra + 4 more",10 years old,201-500 Employees (India)
Colorplus Fashio...,4.3,(62 Reviews),Private,Thane + 16 more,30 years old,51-200 Employees (India)
Verint Systems,4.4,(62 Reviews),Private,"Melville,New York + 3 more",29 years old,201-500 Employees (India)
DigiCaptions Ind...,3.6,(62 Reviews),Private,Pune,108 years old,501-1k Employees (Global)
TSYS|Total Syste...,4.5,(62 Reviews),Public,Columbus + 1 more,39 years old,1k-5k Employees (India)
Stesalit,3.4,(62 Reviews),Private,Kolkata + 11 more,13 years old,51-200 Employees (India)
A.M. MOTORS,4.1,(62 Reviews),Private,Noida + 8 more,23 years old,501-1k Employees (India)
My Eco Energy,2.5,(62 Reviews),Mumbai + 13 more,12 years old,51-200 Employees (India),
J&K Bank,4.5,(62 Reviews),Public,"Srinagar,Jammu And Kashmir + 15 more",85 years old,10k-50k Employees (India)
TDI Internationa...,3.4,(62 Reviews),Private,"Delhi/NCR,Delhi + 11 more",37 years old,501-1k Employees (India)
Sterling Infosys...,3.7,(62 Reviews),Private,New York + 2 more,48 years old,1k-5k Employees (India)
Jindal Pipes,3.4,(62 Reviews),Public,Gurugram + 8 more,53 years old,1k-5k Employees (India)
MPOnline,4.0,(62 Reviews),Public,Bhopal + 5 more,17 years old,201-500 Employees (India)
Lithium Urban Te...,3.7,(62 Reviews),Private,"Bangalore,Karnataka + 4 more",10 years old,51-200 Employees (India)
Etech,4.0,(62 Reviews),Private,Nacogdoches + 5 more,26 years old,1k-5k Employees (India)
Creative Textile...,4.0,(62 Reviews),Private,Mumbai + 5 more,18 years old,1k-5k Employees (India)
Fourth Dimension...,3.6,(62 Reviews),Private,"Chennai,Tamil Nadu + 9 more",34 years old,51-200 Employees (India)
BugRaptors,4.9,(62 Reviews),Private,"Mohali,Punjab + 1 more",7 years old,201-500 Employees (India)
GeeksForGeeks,4.3,(62 Reviews),Private,"Noida,Uttar Pradesh + 1 more",14 years old,11-50 Employees (Global)
Inspace Technolo...,4.3,(62 Reviews),Private,Chennai + 8 more,20 years old,51-200 Employees (India)
Accutech Power S...,3.9,(62 Reviews),Private,"Mumbai,Maharashtra + 5 more",53 years old,501-1k Employees (India)
Getronics,4.4,(62 Reviews),Private,"Amsterdam,North Holland + 6 more",136 years old,201-500 Employees (India)
VI-JOHN Group,3.5,(62 Reviews),Private,Gurgaon + 18 more,63 years old,201-500 Employees (India)
Brindavan Agro I...,4.0,(62 Reviews),Private,Agra + 5 more,501-1k Employees (India),
OneMain Financia...,3.8,(62 Reviews),Private,Baltimore + 28 more,69 years old,10k-50k Employees (Global)
Hindustan Motors,4.0,(62 Reviews),Public,Kolkata + 15 more,81 years old,51-200 Employees (India)
Edufic Digital,4.5,(62 Reviews),Chennai + 1 more,201-500 Employees (India),,
SunSource Energy,4.1,(62 Reviews),Private,"Noida,Uttar Pradesh + 6 more",13 years old,51-200 Employees (India)
KRIBHCO Fertiliz...,4.1,(62 Reviews),Public,Noida + 7 more,28 years old,1-10 Employees (India)
Funfirst Global ...,3.0,(62 Reviews),Private,"Mumbai,Maharashtra + 13 more",22 years old,51-200 Employees (Global)
Lotus Labs,4.3,(62 Reviews),Private,Bangalore + 3 more,22 years old,201-500 Employees (India)
Valenta AI Priva...,3.3,(62 Reviews),Private,"North York,Ontario + 4 more",12 years old,201-500 Employees (India)
Securonix,3.0,(62 Reviews),Private,"Addison,Texas + 2 more",16 years old,1k-5k Employees (India)
Unicommerce Esol...,4.0,(62 Reviews),Private,"Gurgaon,Haryana + 1 more",11 years old,201-500 Employees (India)
Bharat Cooperati...,4.1,(62 Reviews),Mumbai + 10 more,1k-5k Employees (India),,
Al Ansari Tradin...,3.8,(62 Reviews),Muscat + 1 more,48 years old,501-1k Employees (India),
Gujarat Insectic...,4.2,(62 Reviews),Mumbai + 10 more,43 years old,201-500 Employees (India),
Amarprakash Deve...,2.8,(62 Reviews),Private,"Chennai,Tamil Nadu",19 years old,51-200 Employees (India)
JP Group,3.9,(62 Reviews),Private,Hosur + 15 more,13 years old,51-200 Employees (India)
Phoenix Mecano,4.0,(62 Reviews),Private,Stein Am Rhein + 6 more,48 years old,201-500 Employees (India)
Herman Miller,4.3,(62 Reviews),Private,"Zeeland,MI + 4 more",118 years old,201-500 Employees (India)
Etech,4.0,(62 Reviews),Private,Nacogdoches + 5 more,26 years old,1k-5k Employees (India)
WWF-India,3.6,(62 Reviews),NGO/NPO,"Delhi/NCR,Delhi + 9 more",54 years old,51-200 Employees (India)
Konkan Railway C...,3.9,(62 Reviews),Private,Navi Mumbai + 12 more,52 years old,5k-10k Employees (Global)
Thinq Pharma Cro,3.8,(62 Reviews),Public,"Mumbai,Maharashtra + 7 more",21 years old,51-200 Employees (India)
LARVOL,4.2,(62 Reviews),San Francisco + 7 more,19 years old,51-200 Employees (India),
GASCO,4.3,(62 Reviews),Private,Abu Dhabi + 6 more,52 years old,201-500 Employees (India)
Santa Monica Stu...,3.6,(62 Reviews),Private,"Ernakulam,Kerala + 12 more",21 years old,201-500 Employees (Global)
DHL Lemuir Logis...,4.1,(62 Reviews),Private,Bonn + 9 more,54 years old,1k-5k Employees (Global)
Gajra Gears,4.1,(62 Reviews),Dewas + 7 more,61 years old,1k-5k Employees (India),
Regency Health C...,4.3,(62 Reviews),Kanpur + 3 more,28 years old,1k-5k Employees (India),
Kern Liebers,4.0,(62 Reviews),Private,Schramberg,135 years old,501-1k Employees (India)
Radixweb,3.6,(62 Reviews),Private,"Ahmedabad,Gujarat + 1 more",23 years old,501-1k Employees (India)
Jarvis Technolog...,3.8,(62 Reviews),Mumbai + 17 more,7 years old,201-500 Employees (Global),
STEM Learning,4.5,(62 Reviews),Private,"Mumbai,Maharashtra + 9 more",12 years old,11-50 Employees (India)
Success Pact Con...,3.2,(62 Reviews),Private,"Noida,Uttar Pradesh + 2 more",12 years old,51-200 Employees (India)
A-i Enterprises,4.0,(62 Reviews),Private,Chennai + 14 more,23 years old,51-200 Employees (India)
Ptc Industries,3.6,(62 Reviews),Public,Lucknow + 2 more,60 years old,51-200 Employees (India)
Elektrobit India,4.0,(62 Reviews),Public,"Erlangen,Bavaria",35 years old,501-1k Employees (India)
Pradhan Mantri K...,4.2,(62 Reviews),"Delhi,delhi + 40 more",10k-50k Employees (India),,
Aegis Associates,3.1,(62 Reviews),New Delhi + 14 more,23 years old,1k-5k Employees (India),
SA Technologies,3.5,(62 Reviews),Private,San Jose + 4 more,21 years old,501-1k Employees (Global)
Sathya Agencies,4.3,(62 Reviews),Private,Tuticorin + 23 more,40 years old,51-200 Employees (India)
Uber eats,4.2,(62 Reviews),Private,"San Francisco,California + 18 more",9 years old,1k-5k Employees (Global)
Bhaktivedanta Ho...,4.4,(62 Reviews),Private,"Thane,Maharashtra + 5 more",25 years old,51-200 Employees (India)
ABRL Retail,3.7,(62 Reviews),Bengaluru/Bangalore + 14 more,,,
Dcmodel Sr. Sec....,4.8,(62 Reviews),"Panchkula,Haryana + 4 more",43 years old,51-200 Employees (India),
Kun Hyundai,4.5,(62 Reviews),Private,Chennai + 7 more,25 years old,51-200 Employees (India)
Kider india,3.5,(62 Reviews),Pune,15 years old,501-1k Employees (India),
Mobicule Technol...,2.7,(62 Reviews),Private,Mumbai + 2 more,15 years old,201-500 Employees (India)
Geo Designs And ...,4.0,(62 Reviews),Private,"Vadodara/Baroda,Gujarat + 12 more",32 years old,1-10 Employees (India)
Krazy Mantra IT,3.3,(62 Reviews),Private,Ahmedabad + 3 more,15 years old,51-200 Employees (India)
